set I :=1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37;
set J :=1 2 3 4 5 6;
set K :=1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26;
set N :=1;
set A :=1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 ;
param M:=1000;
param d:1 2 3 4 5 6:=
 4 32.350000 26.750000 36.516667 38.483333 200.000000 37.466667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 25.266667 22.983333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 15.783333 33.550000 200.000000 22.533333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 5 32.350000 26.750000 36.516667 38.483333 200.000000 37.466667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 25.266667 22.983333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 15.783333 33.550000 200.000000 22.533333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 6 32.350000 26.750000 36.516667 38.483333 200.000000 37.466667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 25.266667 22.983333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 15.783333 33.550000 200.000000 22.533333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
[11,*,*]:1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37:=
 1 41.033333 36.966667 36.950000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 24.466667 35.716667 35.483333 200.000000 200.000000 50.183333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 40.683333 200.000000 200.000000 200.000000 200.000000 44.533333 200.000000 32.783333 200.000000 200.000000 200.000000 200.000000
 2 29.816667 28.983333 20.483333 34.616667 200.000000 200.000000 200.000000 200.000000 30.766667 200.000000 200.000000 200.000000 16.900000 25.666667 22.100000 200.000000 200.000000 35.083333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 32.350000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 3 29.816667 28.983333 20.483333 34.616667 200.000000 200.000000 200.000000 200.000000 30.766667 200.000000 200.000000 200.000000 16.900000 25.666667 22.100000 200.000000 200.000000 35.083333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 32.350000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 4 29.816667 28.983333 20.483333 34.616667 200.000000 200.000000 200.000000 200.000000 30.766667 200.000000 200.000000 200.000000 16.900000 25.666667 22.100000 200.000000 200.000000 35.083333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 32.350000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 5 29.816667 28.983333 20.483333 34.616667 200.000000 200.000000 200.000000 200.000000 30.766667 200.000000 200.000000 200.000000 16.900000 25.666667 22.100000 200.000000 200.000000 35.083333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 32.350000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 6 29.816667 28.983333 20.483333 34.616667 200.000000 200.000000 200.000000 200.000000 30.766667 200.000000 200.000000 200.000000 16.900000 25.666667 22.100000 200.000000 200.000000 35.083333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 32.350000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
[12,*,*]:1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37:=
 1 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 143.383333 200.000000 200.000000 200.000000 161.116667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 80.133333 200.000000 67.300000 60.383333 94.716667 72.766667 200.000000 86.350000 19.566667 200.000000 63.566667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 
 2 44.216667 49.416667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 45.433333 200.000000 200.000000 200.000000 200.000000 16.100000 200.000000 19.700000 43.466667 33.516667 43.450000 200.000000 51.716667 200.000000 200.000000 34.683333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 3 200.000000 200.000000 200.000000 68.533333 200.000000 50.616667 34.833333 200.000000 200.000000 44.433333 4.550000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 80.716667 200.000000 98.466667 112.033333 72.416667 200.000000 200.000000 200.000000 200.000000 200.000000 101.700000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 4 200.000000 200.000000 200.000000 68.533333 200.000000 50.616667 34.833333 200.000000 200.000000 44.433333 4.550000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 80.716667 200.000000 98.466667 112.033333 72.416667 200.000000 200.000000 200.000000 200.000000 200.000000 101.700000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 5 200.000000 200.000000 200.000000 68.533333 200.000000 50.616667 34.833333 200.000000 200.000000 44.433333 4.550000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 80.716667 200.000000 98.466667 112.033333 72.416667 200.000000 200.000000 200.000000 200.000000 200.000000 101.700000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 6 200.000000 200.000000 200.000000 68.533333 200.000000 50.616667 34.833333 200.000000 200.000000 44.433333 4.550000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 80.716667 200.000000 98.466667 112.033333 72.416667 200.000000 200.000000 200.000000 200.000000 200.000000 101.700000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
[13,*,*]:1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37:=
 1 200.000000 84.200000 81.800000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 68.800000 76.700000 81.583333 200.000000 200.000000 99.066667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 84.833333 200.000000 200.000000 200.000000 200.000000 34.316667 36.083333 46.000000 200.000000 200.000000 200.000000 200.000000 
 2 31.100000 20.650000 20.833333 34.833333 200.000000 40.750000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 36.683333 28.466667 42.700000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 40.266667 200.000000 200.000000 41.016667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 3 21.066667 8.466667 18.116667 26.483333 200.000000 31.983333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 30.066667 22.366667 32.666667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 28.433333 200.000000 200.000000 34.450000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 4 24.500000 27.583333 20.616667 29.833333 200.000000 33.250000 200.000000 200.000000 28.316667 200.000000 200.000000 200.000000 26.516667 36.050000 9.950000 200.000000 200.000000 35.733333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 5 24.500000 27.583333 20.616667 29.833333 200.000000 33.250000 200.000000 200.000000 28.316667 200.000000 200.000000 200.000000 26.516667 36.050000 9.950000 200.000000 200.000000 35.733333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 6 24.500000 27.583333 20.616667 29.833333 200.000000 33.250000 200.000000 200.000000 28.316667 200.000000 200.000000 200.000000 26.516667 36.050000 9.950000 200.000000 200.000000 35.733333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
[14,*,*]:1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37:=
 1 200.000000 52.083333 44.100000 200.000000 200.000000 200.000000 200.000000 200.000000 49.400000 200.000000 200.000000 200.000000 38.283333 46.266667 39.666667 200.000000 200.000000 33.650000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 33.000000 32.666667 22.100000 200.000000 200.000000 200.000000 200.000000
 2 200.000000 115.116667 112.450000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 100.533333 106.500000 112.883333 200.000000 200.000000 117.800000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 90.333333 73.000000 82.616667 27.000000 200.000000 200.000000 200.000000
 3 200.000000 55.200000 50.633333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 44.366667 49.200000 50.916667 200.000000 200.000000 62.716667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 57.683333 200.000000 200.000000 200.000000 200.000000 8.933333 16.850000 21.600000 200.000000 200.000000 200.000000 200.000000
 4 200.000000 55.200000 50.633333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 44.366667 49.200000 50.916667 200.000000 200.000000 62.716667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 57.683333 200.000000 200.000000 200.000000 200.000000 8.933333 16.850000 21.600000 200.000000 200.000000 200.000000 200.000000
 5 200.000000 55.200000 50.633333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 44.366667 49.200000 50.916667 200.000000 200.000000 62.716667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 57.683333 200.000000 200.000000 200.000000 200.000000 8.933333 16.850000 21.600000 200.000000 200.000000 200.000000 200.000000
 6 200.000000 55.200000 50.633333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 44.366667 49.200000 50.916667 200.000000 200.000000 62.716667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 57.683333 200.000000 200.000000 200.000000 200.000000 8.933333 16.850000 21.600000 200.000000 200.000000 200.000000 200.000000
[15,*,*]:1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37:=
 1 27.416667 9.650000 20.216667 35.583333 200.000000 39.433333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 27.966667 21.533333 44.183333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 31.750000 200.000000 200.000000 40.200000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 2 22.400000 18.650000 32.650000 34.066667 200.000000 31.900000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 32.933333 30.383333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 23.400000 44.883333 200.000000 28.483333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 3 43.566667 36.383333 45.450000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 25.783333 29.200000 47.600000 200.000000 200.000000 63.366667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 38.116667 200.000000 200.000000 200.000000 200.000000 42.966667 200.000000 35.166667 200.000000 200.000000 200.000000 200.000000
 4 28.166667 30.000000 38.700000 40.000000 200.000000 36.333333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 29.766667 26.916667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 21.850000 37.083333 200.000000 25.950000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 5 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 104.266667 200.000000 200.000000 200.000000 128.116667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 51.500000 200.000000 44.500000 29.166667 71.333333 59.816667 200.000000 71.016667 33.700000 200.000000 36.166667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 6 200.000000 60.533333 62.233333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 45.250000 52.483333 59.700000 200.000000 200.000000 66.433333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 61.816667 200.000000 200.000000 200.000000 200.000000 28.400000 9.283333 26.566667 200.000000 200.000000 200.000000 200.000000
[16,*,*]:1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37:=
 1 34.183333 37.366667 200.000000 46.900000 200.000000 32.816667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 31.616667 200.000000 200.000000 200.000000 200.000000 25.483333 200.000000 34.533333 200.000000 15.766667 41.066667 200.000000 37.850000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 2 200.000000 44.600000 39.550000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 31.783333 38.383333 36.466667 200.000000 200.000000 47.266667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 45.383333 200.000000 200.000000 200.000000 200.000000 10.433333 16.566667 14.250000 200.000000 200.000000 200.000000 200.000000
 3 200.000000 44.600000 39.550000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 31.783333 38.383333 36.466667 200.000000 200.000000 47.266667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 45.383333 200.000000 200.000000 200.000000 200.000000 10.433333 16.566667 14.250000 200.000000 200.000000 200.000000 200.000000
 4 200.000000 44.600000 39.550000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 31.783333 38.383333 36.466667 200.000000 200.000000 47.266667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 45.383333 200.000000 200.000000 200.000000 200.000000 10.433333 16.566667 14.250000 200.000000 200.000000 200.000000 200.000000
 5 200.000000 44.600000 39.550000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 31.783333 38.383333 36.466667 200.000000 200.000000 47.266667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 45.383333 200.000000 200.000000 200.000000 200.000000 10.433333 16.566667 14.250000 200.000000 200.000000 200.000000 200.000000
 6 200.000000 44.600000 39.550000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 31.783333 38.383333 36.466667 200.000000 200.000000 47.266667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 45.383333 200.000000 200.000000 200.000000 200.000000 10.433333 16.566667 14.250000 200.000000 200.000000 200.000000 200.000000
[17,*,*]:1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37:=
 1 11.333333 15.616667 18.016667 16.583333 200.000000 22.833333 200.000000 200.000000 41.666667 200.000000 200.000000 200.000000 27.650000 29.133333 29.666667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 32.933333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 
 2 26.233333 37.383333 36.850000 26.766667 200.000000 14.633333 200.000000 200.000000 25.366667 37.133333 200.000000 200.000000 200.000000 50.666667 35.383333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 37.300000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 3 26.183333 37.133333 36.283333 26.333333 200.000000 14.466667 200.000000 200.000000 23.483333 33.983333 200.000000 200.000000 200.000000 47.033333 33.966667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 38.016667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 4 26.183333 37.133333 36.283333 26.333333 200.000000 14.466667 200.000000 200.000000 23.483333 33.983333 200.000000 200.000000 200.000000 47.033333 33.966667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 38.016667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 5 26.183333 37.133333 36.283333 26.333333 200.000000 14.466667 200.000000 200.000000 23.483333 33.983333 200.000000 200.000000 200.000000 47.033333 33.966667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 38.016667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 6 26.183333 37.133333 36.283333 26.333333 200.000000 14.466667 200.000000 200.000000 23.483333 33.983333 200.000000 200.000000 200.000000 47.033333 33.966667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 38.016667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
[18,*,*]:1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37:=
 1 54.750000 57.883333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 53.083333 200.000000 200.000000 200.000000 200.000000 18.083333 200.000000 24.333333 43.066667 41.266667 46.583333 200.000000 60.083333 200.000000 200.000000 31.716667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 2 44.083333 47.166667 44.433333 40.733333 200.000000 47.533333 200.000000 200.000000 23.866667 200.000000 200.000000 200.000000 45.150000 52.433333 34.116667 200.000000 200.000000 35.200000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 3 44.083333 47.166667 44.433333 40.733333 200.000000 47.533333 200.000000 200.000000 23.866667 200.000000 200.000000 200.000000 45.150000 52.433333 34.116667 200.000000 200.000000 35.200000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 4 44.083333 47.166667 44.433333 40.733333 200.000000 47.533333 200.000000 200.000000 23.866667 200.000000 200.000000 200.000000 45.150000 52.433333 34.116667 200.000000 200.000000 35.200000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 5 44.083333 47.166667 44.433333 40.733333 200.000000 47.533333 200.000000 200.000000 23.866667 200.000000 200.000000 200.000000 45.150000 52.433333 34.116667 200.000000 200.000000 35.200000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 6 44.083333 47.166667 44.433333 40.733333 200.000000 47.533333 200.000000 200.000000 23.866667 200.000000 200.000000 200.000000 45.150000 52.433333 34.116667 200.000000 200.000000 35.200000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
[19,*,*]:1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37:=
 1 33.850000 38.383333 35.916667 31.116667 200.000000 30.483333 200.000000 200.000000 15.516667 34.583333 200.000000 200.000000 200.000000 200.000000 24.216667 200.000000 200.000000 41.733333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 43.083333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 
 2 33.850000 38.383333 35.916667 31.116667 200.000000 30.483333 200.000000 200.000000 15.516667 34.583333 200.000000 200.000000 200.000000 200.000000 24.216667 200.000000 200.000000 41.733333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 43.083333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 3 33.850000 38.383333 35.916667 31.116667 200.000000 30.483333 200.000000 200.000000 15.516667 34.583333 200.000000 200.000000 200.000000 200.000000 24.216667 200.000000 200.000000 41.733333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 43.083333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 4 33.850000 38.383333 35.916667 31.116667 200.000000 30.483333 200.000000 200.000000 15.516667 34.583333 200.000000 200.000000 200.000000 200.000000 24.216667 200.000000 200.000000 41.733333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 43.083333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 5 33.850000 38.383333 35.916667 31.116667 200.000000 30.483333 200.000000 200.000000 15.516667 34.583333 200.000000 200.000000 200.000000 200.000000 24.216667 200.000000 200.000000 41.733333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 43.083333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 6 33.850000 38.383333 35.916667 31.116667 200.000000 30.483333 200.000000 200.000000 15.516667 34.583333 200.000000 200.000000 200.000000 200.000000 24.216667 200.000000 200.000000 41.733333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 43.083333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
[20,*,*]:1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37:=
 1 200.000000 44.083333 47.950000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 30.616667 38.750000 45.366667 200.000000 200.000000 60.366667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 44.633333 200.000000 200.000000 200.000000 200.000000 13.400000 1.933333 16.700000 200.000000 200.000000 200.000000 200.000000  
 2 38.650000 32.600000 39.600000 40.483333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 22.800000 23.333333 200.000000 200.000000 200.000000 200.000000 39.016667 200.000000 200.000000 200.000000 31.500000 6.200000 200.000000 16.516667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 3 200.000000 200.000000 200.000000 200.000000 200.000000 54.033333 91.150000 200.000000 200.000000 88.233333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 19.800000 200.000000 28.916667 37.633333 42.100000 52.050000 200.000000 66.066667 200.000000 200.000000 25.700000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 4 26.883333 30.116667 21.083333 32.966667 200.000000 34.350000 200.000000 200.000000 27.916667 200.000000 200.000000 200.000000 28.383333 34.983333 13.216667 200.000000 200.000000 23.933333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 5 26.883333 30.116667 21.083333 32.966667 200.000000 34.350000 200.000000 200.000000 27.916667 200.000000 200.000000 200.000000 28.383333 34.983333 13.216667 200.000000 200.000000 23.933333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 6 26.883333 30.116667 21.083333 32.966667 200.000000 34.350000 200.000000 200.000000 27.916667 200.000000 200.000000 200.000000 28.383333 34.983333 13.216667 200.000000 200.000000 23.933333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
[21,*,*]:1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37:=
 1 200.000000 65.050000 62.250000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 53.066667 57.950000 62.916667 200.000000 200.000000 74.900000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 66.800000 200.000000 200.000000 200.000000 200.000000 11.116667 30.783333 31.433333 200.000000 200.000000 200.000000 200.000000 
 2 6.066667 28.183333 30.250000 19.850000 200.000000 25.133333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 43.566667 44.200000 39.466667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 33.233333 200.000000 200.000000 50.166667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 3 22.450000 22.283333 29.466667 30.116667 200.000000 27.366667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 27.900000 24.500000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 15.133333 30.433333 200.000000 23.650000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 4 24.533333 35.200000 34.533333 20.200000 200.000000 12.383333 200.000000 200.000000 25.766667 32.533333 200.000000 200.000000 200.000000 45.933333 30.933333 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 36.600000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000
 5 25.866667 38.266667 37.166667 21.033333 200.000000 16.000000 200.000000 200.000000 27.116667 36.433333 200.000000 200.000000 200.000000 46.666667 31.516667 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 51.950000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 200.000000 
